conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/e763b5c3-cfb3-48d2-9b83-fff97553ad95,microsensors,"kinds of microsensor
types of microsensor
biochemical microsensors
micro-sensors
MEMS sensor
chemical microsensors
range of microsensors
typology of microsensors
typology of micro-sensors
types of micro-sensor
very small sensor
miniaturised sensors
mechanical microsensors
kinds of micro-sensor
range of micro-sensors",knowledge,cross-sector,"Devices with a size smaller than 1 mm that can convert a non-electric signal, such as temperature, into an electrical signal. Because of their size, microsensors offer better accuracy, range, and sensitivity compared to larger sensors."
http://data.europa.eu/esco/skill/e78ac0fc-7a1d-4462-960a-a560c2e152ce,practise singing,"rehearse singing
practising singing
engage in singing
practise song
participate in singing
practice singing",skill/competence,cross-sector,"Study and practise lyrics, melody, and rhythm of songs."
http://data.europa.eu/esco/skill/e7f6dd61-5481-40c7-942c-a0b312216f11,reduce business mobility costs,"cut business travel costs
reduce TMC
reduce business travel costs
reduce costs related to employee mobility",skill/competence,cross-sector,"Apply innovative solutions to reduce expenses linked to the mobility of employees, such as fleet rental, vehicle repair, parking charges, fuel costs, train ticket fees and other hidden mobility costs. Understand the total cost of mobility in order to develop corporate travel policies based on accurate data."
http://data.europa.eu/esco/skill/e80f9e50-71ff-4bb7-8b7d-eb232685d17f,perform water testing procedures,"performing of water testing procedures
testing pH of water
water pH tests
testing water
water pH testing
water testing
water testing procedures performance
performance of water testing procedures
test water
performing water testing procedures",skill/competence,cross-sector,"Conduct testing procedures on water quality, such as pH tests and dissolved solids. Understand instrumentation drawings."
http://data.europa.eu/esco/skill/e8171178-9a60-40a6-ad3b-510e10cfebad,render 3D images,"convert 3D wire frame models into 2D images
employ specialised tools to render 3D images
use 3D non-photorealistic effects to render 3D images
use 3D photorealistic effects to render 3D images
use computer tools to render 3D images",skill/competence,cross-sector,Use specialised tools to convert 3D wire frame models into 2D images with 3D photorealistic effects or non-photorealistic rendering on a computer.
http://data.europa.eu/esco/skill/e832f8d8-d627-4b0d-b1a5-b52f3917bb63,understand written Slovak,"make sense of written Slovak
understand Slovak writing
read Slovak
comprehend written Slovak
interpret written Slovak",skill/competence,transversal,Read and comprehend written texts in Slovak.
http://data.europa.eu/esco/skill/e83d8e27-542c-41d2-859e-bea412a217f4,reinforce positive behaviour,"stress encouraging behaviour
support encouraging behaviour
support positive behaviour
bolster encouraging behaviour
boost positive behaviour
reinforce positive behavior
boost encouraging behaviour
bolster positive behaviour
stress positive behaviour",skill/competence,cross-sector,"Reinforce positive behaviour in people during rehabilitation and counseling activities, to ensure that the person takes the necessary actions for positive results in a positive manner, so that they remain encouraged to continue their efforts and reach goals."
http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistics,"transport
inbound logistics knowledge
outbound logistics knowledge
logistic
in-house logistics knowledge",knowledge,cross-sector,"The management of resources such as materials, time, and information to control the flow of products between the point of origin and the point of use. This includes the production, packaging, storing and transportation of goods."
http://data.europa.eu/esco/skill/e87ec79a-c9ff-46f5-84fa-7a0f394cdf40,robotics,"industrial automation
mechatronics
science of robotics
field of robotics
robotic engineering
application of mechatronics",knowledge,cross-sector,"The branch of engineering that involves the design, operation, manufacture, and application of robots. Robotics is part of mechanical engineering, electrical engineering, and computer science and overlaps with mechatronics and automation engineering."
http://data.europa.eu/esco/skill/e8828961-9e8e-471f-bd24-0673a7e844ef,communicate with social service users,"deal with social service users' needs
communicate with social services users
communicate with users of social services
give information to social service users
pass on information to social service users
communicate with users of social service
talk to social service users",skill/competence,cross-sector,"Use verbal, non-verbal, written, and electronic communication. Pay attention to the specific social service users' needs, characteristics, abilities, preferences, age, developmental stage, and culture."
http://data.europa.eu/esco/skill/e89af3db-c486-4534-883e-b119c6124297,types of sprinklers,"types of fire sprinkler systems
kinds of fire sprinklers
sorts of fire sprinklers
range of fire sprinklers
typology of fire sprinklers
types of fire prevention sprinkler
types of fire prevention sprinklers
range of fire prevention sprinklers
types of sprinkler systems",knowledge,cross-sector,"The different types of installations using water supply for the control and extinguishing of fires. These systems include fast- and standard response sprinklers wet and dry pipe systems, deluge systems, pre-action systems, foam water sprinkler systems, water spray systems, and water mist systems. Their preferred usage cases, advantages and disadvantages."
http://data.europa.eu/esco/skill/e8db787b-d1a2-4000-b74a-e3db5436fef6,communicate production plan,"communicate a production plan
communicate the production plan
communicate fabrication plan
communicate strategic plan
communicate manufacturing plan
communicate production plans
communicate preparation plan",skill/competence,cross-sector,"Communicates production plan to all levels in a way that targets, processes, and requirements are clear. Ensures that information is passed to everyone involved in the process assuming their responsibility for overall success."
http://data.europa.eu/esco/skill/e8ef317f-c880-4c7a-929f-e08053f976bb,develop strategies for accessibility,"create a plan of action for accessibility
develop accessibility strategies
develop a strategy for accessibility
implement a scheme to enable accessibility",skill/competence,cross-sector,Create strategies for a business to enable optimum accessibility for all clients.
http://data.europa.eu/esco/skill/e8f602f8-b98b-4071-b088-c65e016cdf98,media planning,"media plans
media management",knowledge,cross-sector,"The process of selecting the best media to reach marketing and advertising strategy objectives in order to promote a client's product or service. This process encompasses research on target audiences, frequency of advertisements, budgets and media platforms."
